Year,Season,Type,blueTeamTag,bResult,rResult,redTeamTag,gamelength,blueTop,blueJungle,blueMiddle,blueADC,blueSupport,redTop,redJungle,redMiddle,redADC,redSupport
2017,Summer,Season,C9,1,0,CLG,31,Ray,Contractz,Jensen,Sneaky,Smoothie,Darshan,Dardoch,Huhi,Stixxay,aphromoo
2017,Summer,Season,CLG,1,0,C9,32,Darshan,Dardoch,Huhi,Stixxay,aphromoo,Ray,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,DIG,0,1,FLY,39,Ssumday,Shrimp,Keane,LOD,Big,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,FLY,0,1,DIG,35,Balls,Moon,Hai,WildTurtle,LemonNation,Ssumday,Shrimp,Keane,Altec,Big
2017,Summer,Season,DIG,0,1,FLY,40,Ssumday,Shrimp,Keane,Altec,Big,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,FOX,1,0,TL,34,Looper,Akaadian,Froggen,Keith,Gate,Lourlo,Reignover,Slooshi,Piglet,konkwon
2017,Summer,Season,TL,1,0,FOX,29,Lourlo,Reignover,Goldenglue,Piglet,Matt,Looper,Akaadian,Froggen,Keith,Gate
2017,Summer,Season,FOX,1,0,TL,38,Looper,Akaadian,Froggen,Keith,Gate,Lourlo,Reignover,Goldenglue,Piglet,Matt
2017,Summer,Season,P1,0,1,IMT,34,zig,MikeYeung,Ryu,Arrow,Xpecial,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,IMT,0,1,P1,32,Flame,Xmithie,Pobelter,Cody Sun,Olleh,zig,MikeYeung,Ryu,Arrow,Xpecial
2017,Summer,Season,P1,1,0,IMT,32,zig,MikeYeung,Ryu,Arrow,Xpecial,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,FLY,0,1,FOX,49,Balls,Moon,Hai,WildTurtle,LemonNation,Looper,Akaadian,Froggen,Keith,Gate
2017,Summer,Season,FOX,0,1,FLY,38,Looper,Akaadian,Froggen,Keith,Gate,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,FLY,1,0,FOX,32,Balls,Moon,Hai,WildTurtle,LemonNation,Looper,Akaadian,Froggen,Keith,Gate
2017,Summer,Season,NV,1,0,DIG,41,Seraph,LirA,Pirean,Apollo,Hakuho,Ssumday,Shrimp,Keane,Altec,Big
2017,Summer,Season,DIG,1,0,NV,27,Ssumday,Shrimp,Keane,Altec,Big,Seraph,LirA,Pirean,Apollo,Hakuho
2017,Summer,Season,NV,1,0,DIG,32,Seraph,LirA,Pirean,Apollo,Hakuho,Ssumday,Shrimp,Keane,Altec,Big
2017,Summer,Season,TL,0,1,CLG,35,Lourlo,Reignover,Goldenglue,Piglet,Matt,Darshan,Dardoch,Huhi,Stixxay,aphromoo
2017,Summer,Season,CLG,1,0,TL,30,Darshan,Dardoch,Huhi,Stixxay,aphromoo,Lourlo,Reignover,Goldenglue,Piglet,Matt
2017,Summer,Season,CLG,1,0,FLY,44,Darshan,Dardoch,Huhi,Stixxay,aphromoo,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,FLY,0,1,CLG,37,Balls,Moon,Hai,WildTurtle,LemonNation,Darshan,OmarGod,Huhi,Stixxay,aphromoo
2017,Summer,Season,IMT,1,0,FOX,35,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Looper,Akaadian,Damonte,Mash,Gate
2017,Summer,Season,FOX,0,1,IMT,39,Looper,Grig,Damonte,Keith,Gate,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,TSM,1,0,P1,30,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,zig,MikeYeung,Ryu,Arrow,Xpecial
2017,Summer,Season,P1,0,1,TSM,34,zig,MikeYeung,Ryu,Arrow,Xpecial,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,CLG,0,1,DIG,39,Darshan,Dardoch,Huhi,Stixxay,aphromoo,Ssumday,Shrimp,Keane,Altec,Adrian
2017,Summer,Season,DIG,1,0,CLG,30,Ssumday,Shrimp,Keane,Altec,Adrian,Darshan,OmarGod,Huhi,Stixxay,aphromoo
2017,Summer,Season,C9,0,1,NV,35,Impact,Contractz,Jensen,Sneaky,Smoothie,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Season,NV,1,0,C9,39,Seraph,LirA,Nisqy,Apollo,Hakuho,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,TL,0,1,FLY,55,Lourlo,Inori,Goldenglue,Piglet,Matt,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,FLY,1,0,TL,35,Balls,Moon,Hai,WildTurtle,LemonNation,Lourlo,Inori,Goldenglue,Piglet,Matt
2017,Summer,Season,C9,1,0,IMT,37,Ray,Contractz,Jensen,Sneaky,Smoothie,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,IMT,1,0,C9,38,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Ray,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,C9,0,1,IMT,39,Ray,Contractz,Jensen,Sneaky,Smoothie,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,DIG,1,0,P1,24,Ssumday,Shrimp,Keane,Altec,Adrian,zig,MikeYeung,Ryu,Arrow,Xpecial
2017,Summer,Season,P1,1,0,DIG,25,zig,MikeYeung,Ryu,Arrow,Xpecial,Ssumday,Shrimp,Keane,Altec,Adrian
2017,Summer,Season,DIG,1,0,P1,31,Ssumday,Shrimp,Keane,Altec,Adrian,zig,MikeYeung,Ryu,Arrow,Xpecial
2017,Summer,Season,TSM,1,0,TL,34,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Lourlo,Inori,Goldenglue,Piglet,Matt
2017,Summer,Season,TL,0,1,TSM,39,Lourlo,Reignover,Goldenglue,Piglet,Matt,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,FOX,1,0,NV,32,Looper,Grig,Damonte,Keith,Gate,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Season,NV,1,0,FOX,35,Seraph,LirA,Nisqy,Apollo,Hakuho,Brandini,Akaadian,Damonte,Mash,Gate
2017,Summer,Season,FOX,0,1,NV,41,Looper,Grig,Damonte,Keith,Gate,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Season,C9,1,0,P1,27,Impact,Contractz,Jensen,Sneaky,Smoothie,zig,MikeYeung,Pirean,Arrow,Xpecial
2017,Summer,Season,P1,1,0,C9,34,zig,MikeYeung,Pirean,Arrow,Xpecial,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,C9,1,0,P1,31,Impact,Contractz,Jensen,Sneaky,Smoothie,zig,MikeYeung,Pirean,Arrow,Xpecial
2017,Summer,Season,TL,1,0,NV,34,Lourlo,Reignover,Goldenglue,Piglet,Matt,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Season,NV,1,0,TL,35,Seraph,LirA,Nisqy,Apollo,Hakuho,Lourlo,Reignover,Goldenglue,Piglet,Matt
2017,Summer,Season,TL,1,0,NV,40,Lourlo,Reignover,Goldenglue,Piglet,Matt,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Season,TSM,0,1,DIG,34,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Ssumday,Shrimp,Keane,Altec,Adrian
2017,Summer,Season,DIG,1,0,TSM,36,Ssumday,Shrimp,Keane,Altec,Adrian,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,CLG,1,0,FOX,29,Darshan,Dardoch,Huhi,Stixxay,aphromoo,Brandini,Grig,Froggen,Mash,Gate
2017,Summer,Season,FOX,0,1,CLG,30,Looper,Akaadian,Froggen,Keith,Gate,Darshan,Dardoch,Huhi,Stixxay,aphromoo
2017,Summer,Season,FLY,1,0,IMT,42,Balls,Moon,Hai,WildTurtle,LemonNation,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,IMT,1,0,FLY,28,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,FLY,0,1,IMT,30,Balls,Moon,Hai,WildTurtle,LemonNation,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,P1,0,1,TL,34,zig,MikeYeung,Pirean,Arrow,Xpecial,Lourlo,Reignover,Goldenglue,Piglet,Matt
2017,Summer,Season,TL,1,0,P1,29,Lourlo,Reignover,Goldenglue,Piglet,Matt,zig,MikeYeung,Pirean,Arrow,Xpecial
2017,Summer,Season,DIG,1,0,C9,24,Ssumday,Shrimp,Keane,Altec,Adrian,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,C9,1,0,DIG,41,Impact,Contractz,Jensen,Sneaky,Smoothie,Ssumday,Shrimp,Keane,Altec,Adrian
2017,Summer,Season,DIG,0,1,C9,33,Ssumday,Shrimp,Keane,Altec,Adrian,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,FOX,0,1,TSM,29,Brandini,Akaadian,Froggen,Mash,Gate,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,TSM,0,1,FOX,30,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Brandini,Akaadian,Froggen,Mash,Gate
2017,Summer,Season,FOX,0,1,TSM,32,Brandini,Akaadian,Froggen,Mash,Gate,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,CLG,0,1,IMT,36,Darshan,Dardoch,Huhi,Stixxay,aphromoo,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,IMT,0,1,CLG,35,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Darshan,OmarGod,Huhi,Stixxay,aphromoo
2017,Summer,Season,CLG,0,1,IMT,34,Darshan,OmarGod,Huhi,Stixxay,aphromoo,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,NV,0,1,FLY,37,Seraph,LirA,Nisqy,Apollo,Hakuho,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,FLY,0,1,NV,42,Balls,Moon,Hai,WildTurtle,LemonNation,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Season,NV,1,0,FLY,43,Seraph,LirA,Nisqy,Apollo,Hakuho,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,P1,0,1,FOX,43,zig,MikeYeung,Ryu,Arrow,Xpecial,Brandini,Akaadian,Froggen,Mash,Gate
2017,Summer,Season,FOX,1,0,P1,39,Brandini,Akaadian,Froggen,Mash,Gate,zig,MikeYeung,Ryu,Arrow,Xpecial
2017,Summer,Season,TL,0,1,IMT,41,Lourlo,Dardoch,Goldenglue,Piglet,Matt,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,IMT,1,0,TL,30,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Lourlo,Dardoch,Goldenglue,Piglet,Matt
2017,Summer,Season,FLY,0,1,TSM,33,Balls,Moon,Hai,WildTurtle,LemonNation,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,TSM,1,0,FLY,31,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,NV,0,1,CLG,27,Seraph,LirA,Nisqy,Apollo,Hakuho,Darshan,OmarGod,Huhi,Stixxay,aphromoo
2017,Summer,Season,CLG,1,0,NV,31,Darshan,OmarGod,Huhi,Stixxay,aphromoo,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Season,DIG,1,0,IMT,39,Ssumday,Shrimp,Keane,Altec,Adrian,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,IMT,1,0,DIG,38,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Ssumday,Shrimp,Keane,Altec,Adrian
2017,Summer,Season,DIG,1,0,IMT,27,Ssumday,Shrimp,Keane,Altec,Adrian,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,TL,1,0,C9,35,Lourlo,Reignover,Goldenglue,Piglet,Matt,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,C9,1,0,TL,28,Impact,Contractz,Jensen,Sneaky,Smoothie,Lourlo,Dardoch,Goldenglue,Piglet,Matt
2017,Summer,Season,TL,0,1,C9,32,Lourlo,Reignover,Goldenglue,Piglet,Matt,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,C9,1,0,FLY,31,Impact,Contractz,Jensen,Sneaky,Smoothie,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,FLY,0,1,C9,24,Balls,Moon,Hai,WildTurtle,LemonNation,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,CLG,1,0,P1,29,Darshan,OmarGod,Huhi,Stixxay,aphromoo,Allorim,MikeYeung,Pirean,Arrow,Xpecial
2017,Summer,Season,P1,1,0,CLG,27,zig,MikeYeung,Ryu,Arrow,Xpecial,Darshan,OmarGod,Huhi,Stixxay,aphromoo
2017,Summer,Season,CLG,0,1,P1,28,Darshan,OmarGod,Huhi,Stixxay,aphromoo,zig,MikeYeung,Ryu,Arrow,Xpecial
2017,Summer,Season,TSM,1,0,NV,46,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Season,NV,1,0,TSM,55,Seraph,LirA,Nisqy,Apollo,Hakuho,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,TSM,1,0,NV,44,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Season,FOX,0,1,DIG,29,Brandini,Akaadian,Froggen,Mash,Gate,Ssumday,Shrimp,Keane,Altec,Adrian
2017,Summer,Season,DIG,0,1,FOX,38,Ssumday,Shrimp,Keane,Altec,Adrian,Brandini,Akaadian,Froggen,Keith,Gate
2017,Summer,Season,FOX,0,1,DIG,28,Brandini,Akaadian,Froggen,Keith,Gate,Ssumday,Shrimp,Keane,Altec,Adrian
2017,Summer,Season,NV,0,1,IMT,24,Seraph,LirA,Nisqy,Apollo,Hakuho,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,IMT,1,0,NV,28,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Season,DIG,0,1,CLG,30,Ssumday,Shrimp,Keane,Altec,Adrian,Darshan,OmarGod,Huhi,Stixxay,aphromoo
2017,Summer,Season,CLG,0,1,DIG,31,Darshan,OmarGod,Huhi,Stixxay,aphromoo,Ssumday,Shrimp,Keane,Altec,Adrian
2017,Summer,Season,DIG,0,1,CLG,29,Ssumday,Shrimp,Keane,Altec,Adrian,Darshan,OmarGod,Huhi,Stixxay,aphromoo
2017,Summer,Season,P1,0,1,TSM,27,zig,MikeYeung,Pirean,Arrow,Xpecial,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,TSM,1,0,P1,35,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,zig,MikeYeung,Ryu,Arrow,Xpecial
2017,Summer,Season,NV,0,1,C9,25,Seraph,LirA,Nisqy,Apollo,Hakuho,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,C9,1,0,NV,36,Impact,Contractz,Jensen,Sneaky,Smoothie,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Season,FOX,0,1,IMT,35,Brandini,Akaadian,Froggen,Keith,Gate,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Season,IMT,1,0,FOX,24,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Brandini,Akaadian,Froggen,Mash,Gate
2017,Summer,Season,FLY,1,0,TL,37,Balls,Moon,Hai,WildTurtle,LemonNation,Lourlo,Dardoch,Mickey,Piglet,Matt
2017,Summer,Season,TL,1,0,FLY,38,Lourlo,Dardoch,Mickey,Piglet,Matt,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Season,FLY,1,0,TL,44,Balls,Moon,Hai,WildTurtle,LemonNation,Lourlo,Dardoch,Mickey,Piglet,Matt
2017,Summer,Season,C9,1,0,FOX,29,Impact,Contractz,Jensen,Sneaky,Smoothie,Brandini,Akaadian,Froggen,Mash,Gate
2017,Summer,Season,FOX,0,1,C9,22,Brandini,Akaadian,Froggen,Keith,Gate,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Season,TL,0,1,DIG,32,Lourlo,Dardoch,Mickey,Piglet,Matt,Ssumday,Shrimp,Keane,Altec,Adrian
2017,Summer,Season,DIG,0,1,TL,31,Ssumday,Shrimp,Keane,Altec,Adrian,Lourlo,Dardoch,Mickey,Piglet,Matt
2017,Summer,Season,TL,0,1,DIG,26,Lourlo,Dardoch,Mickey,Piglet,Matt,Ssumday,Shrimp,Keane,Altec,Adrian
2017,Summer,Season,TSM,1,0,CLG,31,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Darshan,OmarGod,Huhi,Stixxay,aphromoo
2017,Summer,Season,CLG,0,1,TSM,53,Darshan,OmarGod,Huhi,Stixxay,aphromoo,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Season,FLY,1,0,P1,29,Balls,Moon,Hai,WildTurtle,LemonNation,zig,MikeYeung,Ryu,Arrow,Xpecial
2017,Summer,Season,P1,0,1,FLY,41,zig,MikeYeung,Ryu,Arrow,Xpecial,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Playoffs,DIG,1,0,C9,40,Ssumday,Shrimp,Keane,Altec,Adrian,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Playoffs,C9,0,1,DIG,39,Impact,Contractz,Jensen,Sneaky,Smoothie,Ssumday,Shrimp,Keane,Altec,Adrian
2017,Summer,Playoffs,DIG,0,1,C9,31,Ssumday,Shrimp,Keane,Altec,Adrian,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Playoffs,C9,0,1,DIG,51,Impact,Contractz,Jensen,Sneaky,Smoothie,Ssumday,Shrimp,Keane,Altec,Adrian
2017,Summer,Playoffs,CLG,1,0,NV,35,Darshan,OmarGod,Huhi,Stixxay,aphromoo,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Playoffs,CLG,0,1,NV,37,Darshan,OmarGod,Huhi,Stixxay,aphromoo,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Playoffs,CLG,0,1,NV,41,Darshan,OmarGod,Huhi,Stixxay,aphromoo,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Playoffs,CLG,1,0,NV,36,Darshan,OmarGod,Huhi,Stixxay,aphromoo,Seraph,LirA,Nisqy,Apollo,Hakuho
2017,Summer,Playoffs,NV,0,1,CLG,39,Seraph,LirA,Nisqy,Apollo,Hakuho,Darshan,OmarGod,Huhi,Stixxay,aphromoo
2017,Summer,Playoffs,CLG,0,1,IMT,47,Darshan,OmarGod,Huhi,Stixxay,aphromoo,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Playoffs,IMT,1,0,CLG,42,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Darshan,OmarGod,Huhi,Stixxay,aphromoo
2017,Summer,Playoffs,IMT,1,0,CLG,28,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Darshan,OmarGod,Huhi,Stixxay,aphromoo
2017,Summer,Playoffs,TSM,1,0,DIG,35,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Ssumday,Shrimp,Keane,Altec,Adrian
2017,Summer,Playoffs,DIG,0,1,TSM,29,Ssumday,Shrimp,Keane,Altec,Adrian,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Playoffs,DIG,1,0,TSM,37,Ssumday,Shrimp,Keane,Altec,Adrian,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Playoffs,DIG,0,1,TSM,46,Ssumday,Shrimp,Keane,Altec,Adrian,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Playoffs,DIG,0,1,CLG,29,Ssumday,Shrimp,Keane,Altec,Adrian,Darshan,OmarGod,Huhi,Stixxay,aphromoo
2017,Summer,Playoffs,CLG,1,0,DIG,36,Darshan,OmarGod,Huhi,Stixxay,aphromoo,Ssumday,Shrimp,Keane,Altec,Adrian
2017,Summer,Playoffs,DIG,0,1,CLG,39,Ssumday,Shrimp,Keane,Altec,Adrian,Darshan,OmarGod,Huhi,Stixxay,aphromoo
2017,Summer,Playoffs,TSM,1,0,IMT,38,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Playoffs,IMT,1,0,TSM,34,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Playoffs,TSM,1,0,IMT,46,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Flame,Xmithie,Pobelter,Cody Sun,Olleh
2017,Summer,Playoffs,IMT,0,1,TSM,43,Flame,Xmithie,Pobelter,Cody Sun,Olleh,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost
2017,Summer,Regional,FLY,1,0,DIG,38,Balls,Moon,Hai,WildTurtle,LemonNation,Ssumday,Shrimp,Keane,Altec,Adrian
2017,Summer,Regional,FLY,1,0,DIG,30,Balls,Moon,Hai,WildTurtle,LemonNation,Ssumday,Shrimp,Keane,Altec,Adrian
2017,Summer,Regional,DIG,0,1,FLY,27,Ssumday,Shrimp,Keane,Altec,Adrian,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Regional,FLY,1,0,CLG,30,Balls,Moon,Hai,WildTurtle,LemonNation,Darshan,OmarGod,Huhi,Stixxay,aphromoo
2017,Summer,Regional,FLY,0,1,CLG,40,Balls,Moon,Hai,WildTurtle,LemonNation,Darshan,OmarGod,Huhi,Stixxay,aphromoo
2017,Summer,Regional,CLG,1,0,FLY,31,Darshan,OmarGod,Huhi,Stixxay,aphromoo,Balls,Moon,Hai,WildTurtle,LemonNation
2017,Summer,Regional,FLY,0,1,CLG,28,Balls,Moon,Hai,WildTurtle,LemonNation,Darshan,OmarGod,Huhi,Stixxay,aphromoo
2017,Summer,Regional,C9,1,0,CLG,36,Impact,Contractz,Jensen,Sneaky,Smoothie,Darshan,OmarGod,Huhi,Stixxay,aphromoo
2017,Summer,Regional,CLG,0,1,C9,42,Darshan,OmarGod,Huhi,Stixxay,aphromoo,Impact,Contractz,Jensen,Sneaky,Smoothie
2017,Summer,Regional,C9,0,1,CLG,32,Impact,Contractz,Jensen,Sneaky,Smoothie,Darshan,OmarGod,Huhi,Stixxay,aphromoo
2017,Summer,Regional,CLG,0,1,C9,52,Darshan,OmarGod,Huhi,Stixxay,aphromoo,Impact,Contractz,Jensen,Sneaky,Smoothie
